query_id,semantic_similarity,recency_days,engagement_score,term_overlap,time_of_day_match,relevance
91,0.4811,18.82,17.87,0.1635,0.2009,0.4894
140,0.6119,49.62,17.53,0.21,0.6174,0.4826
37,0.8596,48.85,4.12,0.1569,0.7121,0.5846
185,0.7427,21.67,15.04,0.4943,0.2943,0.6629
154,0.7352,25.02,3.38,0.1416,0.7188,0.5346
133,0.615,33.34,30.76,0.4215,0.5119,0.5491
60,0.694,22.28,32.82,0.0582,0.3236,0.5635
25,0.6265,12.6,53.3,0.3231,0.6394,0.6398
29,0.4023,27.61,30.44,0.226,0.4263,0.4829
149,0.5259,26.54,18.23,0.082,0.3138,0.4002
49,0.98,38.16,14.9,0.1036,0.6034,0.6893
139,0.4842,28.89,17.7,0.2987,0.472,0.3434
175,0.4301,11.53,13.68,0.545,0.5316,0.5001
25,0.4633,2.49,72.77,0.055,0.3283,0.5675
75,0.7691,44.33,59.12,0.3036,0.6496,0.6405
38,0.7085,31.01,11.09,0.1844,0.6031,0.5369
131,0.432,12.65,24.04,0.3554,0.3399,0.4759
137,0.9571,10.05,71.94,0.6231,0.6277,0.872
21,0.7954,36.41,68.51,0.3072,0.9405,0.727
6,0.9654,37.16,35.34,0.5427,0.7556,0.7371
137,0.8236,55.89,38.95,0.3681,0.371,0.6793
187,0.6004,44.07,38.24,0.135,0.718,0.5222
90,0.816,6.08,30.23,0.3344,0.7454,0.7069
40,0.479,19.24,23.0,0.4012,0.6952,0.4705
70,0.7961,49.26,44.18,0.3114,0.566,0.6318
69,0.8957,35.44,21.19,0.1867,0.6151,0.6518
5,0.9475,23.82,40.87,0.2781,0.5756,0.6983
175,0.6024,15.18,22.37,0.4189,0.5701,0.631
64,0.8116,32.43,12.37,0.2452,0.4667,0.5296
184,0.6362,39.98,3.49,0.2184,0.5234,0.419
151,0.5658,64.56,62.91,0.1179,0.0634,0.5937
174,0.7019,2.92,8.2,0.2819,0.2758,0.5554
55,0.8177,23.42,4.33,0.1644,0.7566,0.6477
146,1.0,15.91,8.71,0.2155,0.6801,0.7111
158,0.6343,46.97,60.42,0.199,0.3742,0.6262
159,0.6014,44.13,3.09,0.102,0.5571,0.4908
143,0.9275,57.6,47.04,0.1062,0.3431,0.6835
67,0.5736,12.59,22.08,0.1802,0.6375,0.621
78,0.816,15.62,8.93,0.1438,0.7381,0.67
165,0.8007,51.21,11.95,0.2136,0.7517,0.5885
153,0.5706,11.47,48.87,0.206,0.3266,0.4997
49,1.0,11.64,42.26,0.2096,0.6168,0.8066
22,0.4095,3.62,16.37,0.4773,0.8898,0.5712
180,0.5537,170.06,26.95,0.0684,0.5111,0.4629
147,0.8293,0.4,12.3,0.3223,0.5362,0.6292
141,1.0,22.49,3.88,0.2032,0.2897,0.5611
19,0.8341,51.17,31.57,0.0872,0.744,0.5763
186,0.8175,22.32,36.13,0.4171,0.9209,0.7355
94,0.764,6.48,13.0,0.6262,0.4886,0.6843
166,0.4516,61.95,13.51,0.6381,0.8379,0.5406
50,0.6875,96.71,6.2,0.4004,0.6677,0.5128
79,0.6027,31.4,44.33,0.4555,0.6773,0.6573
199,0.6568,40.11,21.55,0.0287,0.6809,0.5256
33,0.9468,10.43,17.97,0.5635,0.432,0.7247
131,0.7059,30.82,3.13,0.3007,0.4022,0.5517
182,0.6273,48.14,60.44,0.0855,0.8298,0.6306
180,0.4643,61.03,7.79,0.2045,0.9385,0.4165
89,0.6879,34.27,26.04,0.2813,0.3805,0.4842
149,0.6261,51.15,11.59,0.1823,0.8599,0.4999
156,0.853,42.13,7.65,0.4449,0.8135,0.7105
151,0.7886,27.87,26.44,0.5538,0.7448,0.6082
178,0.4874,3.51,20.22,0.4114,0.533,0.4743
42,0.6515,22.88,33.1,0.2064,0.2462,0.6908
27,0.7536,23.9,42.97,0.2833,0.1485,0.6106
4,0.5731,21.96,21.88,0.3236,0.6929,0.6468
177,0.7399,15.16,51.55,0.119,0.4996,0.5984
156,0.8656,13.34,7.48,0.2821,0.3487,0.6356
59,0.5203,22.82,14.93,0.6371,0.1566,0.641
55,0.9284,199.23,12.7,0.245,0.5107,0.4422
133,0.7164,38.54,10.6,0.217,0.1964,0.5208
89,0.6158,20.48,7.16,0.2395,0.3766,0.535
112,0.6958,55.85,1.69,0.3186,0.3486,0.5261
91,0.7086,22.81,11.32,0.1727,0.1243,0.5725
107,0.7361,3.23,28.08,0.1319,0.4771,0.6842
178,0.4206,15.32,47.67,0.6049,0.7977,0.5774
88,0.5041,7.06,11.77,0.2789,0.5873,0.5081
52,0.7211,3.14,4.72,0.2025,0.5043,0.66
141,0.9803,71.33,19.22,0.1638,0.5221,0.6244
91,0.5498,48.63,16.6,0.3106,0.7343,0.5045
44,0.3394,0.79,49.88,0.6263,0.418,0.5669
72,0.4442,6.53,22.61,0.3531,0.4502,0.5123
80,0.5922,22.96,51.76,0.0738,0.2699,0.4427
11,0.5346,87.52,31.96,0.0712,0.3755,0.4351
75,0.9727,3.0,15.45,0.2235,0.5063,0.7167
117,1.0,2.72,13.59,0.3645,0.799,0.8803
56,0.3299,14.97,9.3,0.5393,0.199,0.4696
144,1.0,13.35,6.71,0.4774,0.1609,0.7166
135,0.5378,24.84,42.16,0.3842,0.8342,0.5577
8,0.9084,11.64,21.52,0.3077,0.6514,0.6267
114,0.665,56.47,30.06,0.1613,0.3642,0.4799
91,0.431,17.78,27.73,0.3982,0.9225,0.5547
12,0.5312,25.04,15.65,0.4492,0.4501,0.5272
114,0.6565,12.81,18.55,0.1175,0.5852,0.4908
169,0.9085,31.18,60.17,0.3972,0.6033,0.7205
140,0.7167,19.13,51.8,0.5492,0.0357,0.5671
76,0.3427,4.78,13.5,0.1257,0.6114,0.4169
46,0.8253,24.89,23.61,0.1934,0.436,0.7208
101,0.865,7.16,18.32,0.3207,0.4403,0.6957
84,0.4166,13.59,9.94,0.1864,0.3362,0.503
195,0.8114,37.67,23.12,0.3006,0.3168,0.6134
148,0.461,11.29,29.09,0.2892,0.5371,0.4559
169,0.5679,8.29,37.37,0.4229,0.3754,0.5516
120,0.9247,7.81,29.74,0.5041,0.3538,0.6693
111,0.7839,49.12,5.01,0.0299,0.7552,0.625
111,0.8243,35.35,14.79,0.216,0.6558,0.4936
54,0.7148,36.55,5.84,0.408,0.367,0.5886
158,0.3403,97.9,30.38,0.2508,0.6317,0.3854
191,0.7985,60.32,43.3,0.1708,0.3379,0.5267
96,0.4995,55.5,28.19,0.4222,0.3492,0.4511
59,0.8283,7.6,37.24,0.1856,0.7918,0.6806
72,0.4704,17.44,40.33,0.6744,0.7066,0.4877
29,0.4889,28.96,19.33,0.2298,0.3488,0.4214
33,0.3594,58.56,6.92,0.2909,0.3053,0.4636
2,1.0,27.16,55.27,0.1153,0.4286,0.8205
91,0.5837,6.3,31.22,0.6719,0.3193,0.6747
119,0.7203,36.48,33.73,0.6942,0.8043,0.6313
107,0.5111,35.64,22.07,0.1693,0.5608,0.4268
97,0.8844,11.22,26.24,0.1352,0.8893,0.6519
12,0.698,72.69,36.83,0.1582,0.501,0.5483
56,0.777,38.07,47.09,0.3232,0.4992,0.6411
66,0.4229,51.55,13.54,0.2668,0.3524,0.4561
93,0.7425,15.95,11.85,0.1355,0.5174,0.5888
160,0.589,4.75,29.06,0.2711,0.5607,0.5228
158,0.7915,10.32,10.67,0.6241,0.696,0.7141
72,0.9023,13.18,30.14,0.2308,0.3941,0.7309
13,0.8009,9.99,13.43,0.4551,0.5838,0.6768
186,0.9213,6.53,16.26,0.2838,0.7407,0.8308
162,0.5961,8.99,42.75,0.3443,0.4545,0.5377
112,0.7315,88.16,6.13,0.1327,0.2691,0.5399
134,0.7085,23.42,10.17,0.6523,0.4815,0.6919
132,0.4795,20.81,13.5,0.1563,0.4373,0.4676
41,0.5722,11.88,24.5,0.286,0.2265,0.5879
178,0.8115,6.49,30.35,0.2384,0.3794,0.6565
183,0.9413,4.96,20.78,0.2804,0.1857,0.6349
150,0.9907,15.09,10.1,0.2963,0.2452,0.7789
140,0.9178,2.34,2.77,0.6315,0.8554,0.6773
17,0.8815,125.15,16.23,0.4636,0.4354,0.5617
93,0.559,48.29,8.82,0.1379,0.5651,0.4581
37,0.7557,95.83,31.91,0.2419,0.3048,0.5057
94,0.5312,11.49,12.58,0.4998,0.854,0.5453
24,0.9258,46.23,41.73,0.3484,0.3871,0.676
93,0.9216,74.22,21.46,0.1041,0.5143,0.6269
110,0.3037,140.5,2.03,0.3115,0.5198,0.2364
130,0.4567,3.55,3.23,0.5269,0.6192,0.467
113,0.6368,28.11,2.45,0.2726,0.3009,0.5044
39,0.8484,4.65,12.95,0.2047,0.5219,0.7532
171,0.8335,12.55,16.72,0.0602,0.5039,0.6148
165,1.0,36.62,52.56,0.1546,0.1352,0.7415
130,0.7404,28.29,31.62,0.6113,0.729,0.7341
159,0.4864,51.71,3.59,0.1501,0.9082,0.3999
181,0.3898,29.39,16.64,0.2469,0.1958,0.3804
124,0.4307,1.82,10.28,0.161,0.2251,0.4772
86,0.686,5.34,16.71,0.2444,0.5371,0.6051
92,0.8657,76.08,19.72,0.7218,0.6019,0.6745
131,0.9619,77.5,10.0,0.4992,0.2752,0.6636
140,0.574,42.08,6.77,0.0552,0.6264,0.4639
89,0.7716,24.19,20.24,0.5735,0.5998,0.7353
63,0.5824,5.05,4.51,0.0322,0.7216,0.5132
161,0.7152,0.6,28.97,0.3002,0.317,0.6685
100,0.8948,70.52,2.59,0.1946,0.7812,0.6267
56,0.6697,72.63,9.72,0.1179,0.7549,0.6344
31,0.8672,89.6,11.56,0.1706,0.4248,0.5312
17,0.8025,62.07,7.13,0.3663,0.1628,0.5673
175,0.7726,5.99,22.46,0.1332,0.4649,0.6445
127,0.9532,1.53,3.76,0.2366,0.5949,0.6572
78,0.8831,57.78,34.02,0.1374,0.8169,0.6438
104,0.3718,29.34,48.78,0.1965,0.6035,0.507
48,0.3002,18.98,9.54,0.5834,0.5354,0.421
71,0.739,5.8,25.91,0.2662,0.5489,0.5726
171,0.4743,1.2,19.72,0.1317,0.1895,0.4322
168,0.6842,38.21,43.31,0.3202,0.5406,0.5908
45,0.6052,5.84,8.79,0.1299,0.7572,0.564
124,0.4757,25.34,24.82,0.2347,0.4186,0.4449
31,0.6857,17.83,36.5,0.4099,0.3543,0.6864
87,0.6765,10.53,19.7,0.2908,0.6257,0.634
22,0.7303,81.4,24.11,0.3473,0.6823,0.5433
30,0.3601,10.16,11.51,0.0867,0.1432,0.4111
105,0.7857,5.54,44.65,0.2972,0.9607,0.689
94,0.3593,28.05,15.0,0.4698,0.6769,0.4041
108,0.5378,7.08,23.3,0.1288,0.2629,0.4894
129,0.5622,16.19,15.56,0.0514,0.5039,0.4544
142,1.0,40.81,32.85,0.4282,0.2037,0.7424
121,0.5592,14.03,42.1,0.129,0.7949,0.5399
169,0.7789,5.01,8.25,0.0857,0.3617,0.4552
168,0.5202,54.9,8.83,0.267,0.3014,0.4138
73,0.6945,48.33,45.25,0.7457,0.9271,0.6454
83,0.5188,7.23,8.89,0.2624,0.2489,0.5525
105,0.523,123.92,12.27,0.5501,0.3894,0.3494
5,0.4783,2.03,12.88,0.407,0.5296,0.5144
74,0.5335,29.65,14.3,0.2566,0.3959,0.4829
17,0.5661,0.55,24.29,0.1491,0.4828,0.654
61,0.4292,8.9,24.32,0.0464,0.4982,0.4147
30,0.6375,87.08,15.8,0.774,0.378,0.4959
175,0.6592,71.91,6.67,0.1061,0.742,0.4366
189,0.6079,32.26,44.05,0.1673,0.0204,0.5799
117,0.911,13.65,12.58,0.395,0.8531,0.6606
185,0.6009,26.13,22.47,0.4052,0.2948,0.5552
131,0.3812,70.17,2.03,0.5286,0.7997,0.3688
187,0.3992,12.93,15.02,0.1642,0.7929,0.4592
2,0.4544,20.53,29.14,0.3088,0.8693,0.5038
154,0.4797,7.71,4.6,0.2304,0.7304,0.451
199,0.7368,54.78,17.11,0.4705,0.0837,0.5599
145,0.9006,27.15,17.39,0.3905,0.4382,0.7153
195,0.6101,36.7,20.81,0.3317,0.6262,0.533
62,0.4532,27.27,26.07,0.1775,0.4163,0.4501
166,0.7514,11.94,12.32,0.6096,0.0981,0.6623
125,0.7534,94.92,17.47,0.1686,0.3674,0.4622
116,0.4642,17.56,29.82,0.2519,0.5873,0.5836
176,0.7917,3.98,12.2,0.2975,0.4566,0.6665
190,0.5424,11.22,2.14,0.2132,0.3563,0.4981
95,0.7779,4.22,34.76,0.3373,0.4402,0.6659
112,0.4227,4.99,8.5,0.2995,0.4959,0.4886
94,0.537,16.09,3.12,0.1512,0.8499,0.5261
28,1.0,12.74,1.7,0.1608,0.1877,0.7188
35,0.7215,86.59,6.04,0.0603,0.2671,0.5096
82,0.746,27.78,9.46,0.0878,0.5224,0.6266
21,0.8508,27.8,45.79,0.3371,0.7875,0.6269
54,0.6147,12.73,18.43,0.0962,0.7988,0.4613
68,0.52,17.1,28.23,0.3015,0.1069,0.4801
32,0.7622,6.2,6.01,0.2361,0.3364,0.565
3,0.6573,11.15,13.66,0.0131,0.7639,0.5416
126,0.8792,3.68,42.46,0.1296,0.6714,0.6699
94,0.7549,24.43,32.71,0.2624,0.2031,0.5735
86,0.8791,1.98,13.91,0.2606,0.7442,0.6093
50,0.7491,18.75,25.38,0.3244,0.5434,0.6154
31,0.9056,36.63,37.69,0.4999,0.1642,0.7455
165,0.3509,5.66,18.35,0.1534,0.5667,0.4102
14,0.5912,31.36,24.77,0.1208,0.4644,0.5025
27,0.519,15.65,27.12,0.6724,0.6407,0.5528
119,1.0,89.81,45.97,0.2555,0.6261,0.6757
94,0.5864,36.16,43.45,0.4242,0.4731,0.6109
107,0.7618,33.38,19.29,0.4672,0.3006,0.5534
77,0.5634,62.87,27.55,0.2994,0.3105,0.5029
177,0.8536,14.36,17.08,0.146,0.6324,0.6458
112,0.463,10.07,45.73,0.1408,0.3987,0.466
127,0.8109,56.94,17.23,0.2517,0.1822,0.6534
49,0.3803,32.29,2.0,0.3816,0.9133,0.4042
158,0.5639,24.48,5.03,0.4388,0.4512,0.547
84,0.7774,71.55,2.44,0.7234,0.4027,0.6305
163,0.6614,22.9,44.39,0.0895,0.3221,0.5004
69,0.3969,33.27,66.88,0.2585,0.9429,0.6018
78,0.532,13.05,31.44,0.3728,0.6936,0.6494
81,0.9394,7.25,40.95,0.2762,0.7468,0.806
182,0.5852,53.04,31.34,0.2067,0.6542,0.4914
186,0.8133,25.35,41.75,0.1497,0.1818,0.6616
198,0.2931,16.1,7.28,0.2527,0.8935,0.4482
116,0.8512,34.11,31.22,0.2537,0.2805,0.6441
179,0.5473,3.56,39.58,0.0977,0.5471,0.5412
22,0.9267,29.29,1.98,0.4452,0.9113,0.7408
25,0.6846,15.42,9.72,0.0336,0.3102,0.4528
55,0.9535,37.72,43.5,0.094,0.2071,0.6626
29,0.5598,23.42,25.39,0.4007,0.5565,0.5121
98,1.0,11.63,29.82,0.6089,0.3921,0.812
32,0.7224,33.64,25.68,0.4066,0.4015,0.5304
77,0.7548,8.62,28.96,0.312,0.7568,0.7271
181,0.2485,187.44,0.82,0.1626,0.7027,0.1527
195,0.4864,28.84,12.86,0.4349,0.6999,0.4059
116,0.8315,21.05,42.48,0.262,0.3059,0.7125
192,0.5116,19.84,42.88,0.0818,0.6607,0.5777
126,0.4661,15.66,58.81,0.5084,0.2484,0.4804
72,0.5026,2.17,13.42,0.311,0.2525,0.5111
112,0.7731,88.1,34.0,0.1775,0.346,0.5519
33,0.9636,3.18,15.68,0.2053,0.5824,0.7469
31,0.5952,17.03,22.26,0.1955,0.246,0.5098
33,0.6609,90.04,10.98,0.3123,0.724,0.4695
62,0.6232,27.37,36.11,0.2875,0.4222,0.566
86,0.3309,7.98,7.5,0.3969,0.5412,0.4304
24,0.8196,5.1,14.68,0.2121,0.6687,0.6534
79,0.8443,14.0,49.37,0.3004,0.2647,0.6831
98,0.3489,10.88,7.62,0.4476,0.2739,0.4678
170,0.6766,0.36,6.24,0.3713,0.0786,0.5041
96,0.5011,2.71,17.38,0.1642,0.4917,0.4435
73,0.8345,12.32,53.95,0.3413,0.6423,0.7672
138,0.7774,1.85,0.85,0.5355,0.8082,0.6573
128,0.5404,10.99,44.4,0.2411,0.7522,0.5912
118,0.4166,2.42,45.0,0.3354,0.6969,0.592
42,0.5187,18.07,12.86,0.4767,0.6248,0.6212
61,0.8203,34.32,13.69,0.0331,0.1498,0.5041
59,0.7307,43.28,18.99,0.3309,0.101,0.5773
138,0.7985,8.21,10.07,0.1378,0.7469,0.5963
164,1.0,12.63,48.78,0.3396,0.3659,0.7667
26,0.5754,58.02,12.02,0.2443,0.7075,0.5205
132,0.3067,26.26,4.11,0.0742,0.6909,0.3595
2,0.5986,97.38,36.64,0.3039,0.5508,0.497
184,0.474,26.14,14.4,0.1857,0.8187,0.4806
184,0.9683,0.46,16.53,0.4877,0.6027,0.7836
42,0.4474,13.71,10.56,0.3993,0.0633,0.44
146,1.0,37.43,22.11,0.4665,0.4226,0.7487
53,0.5856,14.41,64.04,0.3694,0.5878,0.6614
35,0.4458,136.88,33.13,0.3138,0.108,0.2907
7,0.6324,54.85,5.79,0.4311,0.3141,0.5094
108,0.7747,9.01,4.91,0.3137,0.6869,0.6995
149,0.828,44.37,16.73,0.2921,0.4796,0.5694
83,0.8751,1.92,3.61,0.088,0.6767,0.5875
82,0.3833,10.32,4.04,0.6052,0.2351,0.4828
108,0.4158,12.04,12.79,0.1718,0.8806,0.4921
115,0.4915,42.97,18.28,0.1363,0.8378,0.4653
154,1.0,33.33,7.78,0.1321,0.443,0.6415
108,0.5555,23.96,17.7,0.229,0.4047,0.5028
147,0.4952,23.35,20.99,0.6932,0.3728,0.4937
142,0.4001,35.34,30.0,0.3419,0.2887,0.4153
147,0.8215,31.76,18.28,0.2901,0.18,0.6262
179,0.4279,59.36,16.87,0.2327,0.4045,0.3763
136,0.7832,29.08,4.82,0.2566,0.6701,0.5932
111,0.7263,0.92,41.28,0.228,0.5105,0.6458
88,0.6629,13.78,32.56,0.3269,0.2696,0.5614
89,0.7612,16.56,72.71,0.373,0.1972,0.7013
150,0.6638,14.17,30.7,0.1642,0.8842,0.6593
69,0.8104,28.08,50.27,0.1071,0.4334,0.6532
125,0.5585,194.55,27.08,0.2565,0.7321,0.271
69,0.4924,47.09,45.76,0.4036,0.8215,0.5598
59,0.3715,150.7,14.95,0.3332,0.3497,0.2613
188,0.9466,44.98,1.23,0.8194,0.58,0.7474
73,0.3685,5.11,20.6,0.0547,0.3956,0.4461
124,0.6061,9.01,41.25,0.0319,0.4927,0.5687
174,0.5135,33.64,47.39,0.3872,0.5132,0.6747
144,1.0,87.6,18.73,0.3365,0.432,0.7325
14,0.4284,28.76,20.46,0.2515,0.4172,0.4541
103,0.5885,20.95,12.74,0.2401,0.4668,0.5127
63,0.8054,66.46,32.46,0.2399,0.0838,0.6342
166,0.5362,4.27,46.8,0.2646,0.4908,0.5466
47,0.311,5.15,27.6,0.2828,0.7401,0.4526
80,0.8681,77.33,41.07,0.373,0.662,0.5985
135,0.6221,56.23,12.6,0.1744,0.2543,0.553
45,0.7086,9.71,20.53,0.0801,0.6245,0.6538
96,0.8436,23.87,42.7,0.2917,0.0595,0.5907
80,0.6373,1.32,29.42,0.4251,0.2845,0.6392
146,0.7039,61.39,66.2,0.4077,0.5307,0.6248
68,0.4654,3.15,19.38,0.5997,0.7608,0.5788
64,0.7406,27.72,4.21,0.2098,0.1963,0.571
199,0.7805,102.26,7.04,0.3763,0.7027,0.5795
17,0.6746,12.2,54.15,0.1918,0.6316,0.5294
68,0.6554,64.56,22.85,0.2265,0.5123,0.5643
106,0.6438,60.13,3.88,0.3967,0.6853,0.5062
32,0.9249,11.78,22.46,0.1448,0.466,0.6975
143,0.914,25.7,71.45,0.5788,0.7182,0.8023
102,0.7655,41.93,34.17,0.2568,0.6253,0.6338
84,0.9718,0.39,9.08,0.4075,0.7139,0.8361
33,0.776,46.63,9.04,0.2055,0.479,0.4802
181,0.8407,37.61,36.44,0.3364,0.5064,0.6841
106,0.7467,15.13,15.92,0.5262,0.4838,0.628
163,0.9698,3.78,11.71,0.6291,0.4757,0.6773
138,0.8223,1.75,11.24,0.055,0.2311,0.647
90,0.4379,3.87,46.06,0.2894,0.7094,0.5719
58,0.3533,44.93,3.55,0.532,0.688,0.372
168,0.6127,14.5,1.66,0.5137,0.3528,0.6012
197,0.6956,44.61,28.35,0.372,0.6622,0.5947
110,0.7625,15.8,22.09,0.245,0.0708,0.5825
92,0.8289,15.7,4.82,0.1892,0.571,0.6318
79,0.6745,11.76,27.57,0.1841,0.5904,0.583
189,0.5631,111.51,10.77,0.4374,0.8462,0.4397
112,0.575,15.84,11.35,0.677,0.3723,0.5983
118,0.6665,15.52,30.52,0.6342,0.8198,0.6769
67,0.4153,18.1,22.4,0.1733,0.9164,0.442
39,0.8678,46.74,38.2,0.1579,0.7853,0.6102
179,0.7801,32.83,34.17,0.4022,0.7612,0.6983
7,0.9216,69.1,34.45,0.2118,0.2289,0.6647
39,0.6624,24.42,7.41,0.1142,0.3095,0.5269
16,0.843,12.57,36.66,0.2591,0.3834,0.6487
134,0.6596,13.79,20.09,0.4036,0.9727,0.7251
35,0.4535,45.56,22.94,0.5951,0.1226,0.4038
109,0.4305,0.2,14.24,0.3436,0.253,0.4947
165,0.7302,19.17,30.38,0.1378,0.6685,0.602
184,0.7259,36.12,14.75,0.5672,0.5099,0.5799
158,0.3858,66.86,56.16,0.2007,0.1212,0.4229
176,0.9771,38.67,30.45,0.6578,0.3087,0.6851
95,0.7203,14.24,10.66,0.1765,0.7423,0.5457
30,0.3216,13.58,21.88,0.4426,0.4909,0.3234
20,0.7725,33.91,28.27,0.1468,0.5654,0.6123
110,0.7325,79.25,3.49,0.2964,0.5968,0.529
101,0.4274,1.3,13.2,0.5369,0.4288,0.4374
154,0.8803,52.39,17.77,0.439,0.4715,0.6102
142,0.6137,33.01,9.78,0.2022,0.7405,0.5589
120,0.4402,92.32,10.01,0.2119,0.7062,0.3526
24,0.3181,59.49,21.99,0.6554,0.1224,0.3691
195,0.6936,79.37,6.64,0.2755,0.7164,0.5123
17,0.9117,5.22,18.46,0.2384,0.6267,0.747
128,0.5077,99.93,32.15,0.3446,0.4249,0.3232
196,0.9498,5.27,9.86,0.126,0.4278,0.6634
39,0.8874,41.2,7.56,0.1942,0.4173,0.4849
150,0.8197,23.77,37.06,0.2891,0.0384,0.7122
66,1.0,42.9,14.25,0.4368,0.5192,0.7783
173,0.8084,61.4,41.64,0.4487,0.7271,0.6982
188,0.326,21.26,24.12,0.6642,0.1826,0.422
15,0.8984,10.31,39.36,0.2696,0.4753,0.6496
168,0.6886,0.4,32.69,0.0859,0.3219,0.6396
122,0.4854,8.92,5.13,0.5937,0.6698,0.6186
33,0.8636,3.52,15.16,0.3168,0.8019,0.7044
58,0.5475,6.14,15.63,0.0409,0.4083,0.5078
62,0.8871,44.71,23.94,0.274,0.56,0.7928
121,0.4396,2.59,17.53,0.3404,0.1311,0.5547
167,0.4959,8.76,21.97,0.1212,0.573,0.5093
156,0.4813,11.69,13.77,0.3266,0.6746,0.5236
178,0.7232,41.73,19.1,0.2054,0.3466,0.5199
143,0.728,96.32,41.91,0.4585,0.9043,0.5955
4,0.8162,11.77,11.59,0.1887,0.0899,0.6549
172,0.557,35.82,4.69,0.1691,0.1563,0.3659
90,0.9371,76.78,3.24,0.2199,0.3011,0.592
47,0.7812,89.24,29.1,0.1958,0.5648,0.5277
48,0.8508,10.6,15.53,0.0562,0.5739,0.7045
42,0.9349,7.39,27.22,0.0854,0.6118,0.7221
130,0.842,12.83,37.08,0.0587,0.9128,0.6372
134,0.7684,3.27,16.02,0.4174,0.6037,0.6118
157,0.679,18.58,19.02,0.1079,0.5775,0.6007
43,0.7764,80.55,11.81,0.6293,0.535,0.6122
185,0.5008,10.91,25.05,0.4458,0.2132,0.557
152,0.8016,1.67,58.86,0.4494,0.8038,0.6607
14,0.6954,29.3,2.3,0.0909,0.1588,0.4667
100,0.5763,19.22,26.24,0.1799,0.2836,0.5584
127,0.661,110.29,18.33,0.4045,0.5384,0.4913
110,0.896,9.09,7.09,0.1406,0.7145,0.5963
170,0.5734,0.74,30.92,0.0366,0.6987,0.5077
180,0.6333,16.46,54.96,0.4302,0.2132,0.5902
30,0.9146,8.49,35.3,0.0466,0.7754,0.793
134,0.3927,5.03,12.9,0.2518,0.7397,0.4435
45,0.4643,0.96,18.56,0.1289,0.4945,0.4936
157,0.5064,31.71,61.41,0.1447,0.4563,0.5833
122,1.0,3.47,9.18,0.1537,0.0584,0.68
54,0.4347,14.25,3.55,0.058,0.6767,0.4112
54,0.732,1.03,56.74,0.1982,0.8073,0.7268
194,0.7584,25.4,24.32,0.1161,0.5788,0.5668
157,0.8167,28.26,15.22,0.5419,0.8592,0.6789
81,0.9544,33.88,2.72,0.2281,0.5681,0.6641
125,0.4827,28.9,1.05,0.311,0.5247,0.5238
41,0.9767,50.4,18.09,0.1329,0.568,0.6225
108,0.8165,142.62,8.15,0.3674,0.6835,0.6039
123,0.334,32.52,12.84,0.1508,0.6777,0.4563
188,0.6083,20.8,10.33,0.1562,0.3261,0.5092
161,0.8001,13.89,15.0,0.0365,0.7841,0.6421
184,0.6434,19.12,43.21,0.1798,0.6168,0.6727
65,0.9334,12.75,20.07,0.3742,0.6,0.7412
50,0.7743,44.34,11.89,0.285,0.8627,0.624
164,0.6467,110.83,30.29,0.1048,0.4227,0.4802
178,0.8786,36.53,11.3,0.1879,0.8507,0.5655
75,0.7345,18.07,34.52,0.1365,0.2236,0.689
73,0.384,5.23,11.99,0.1567,0.6028,0.4493
0,0.5575,30.44,30.42,0.2067,0.7306,0.4976
81,0.384,24.81,10.05,0.214,0.6472,0.3604
83,0.6915,7.79,4.32,0.0989,0.2577,0.6054
24,0.5224,27.02,26.33,0.3251,0.6911,0.5739
56,0.7605,19.25,25.1,0.3539,0.6503,0.6358
70,0.8713,17.8,12.61,0.3619,0.5732,0.6592
154,0.4862,13.57,22.43,0.1624,0.4044,0.4098
193,0.7683,61.26,0.73,0.3137,0.4254,0.5378
136,0.9699,31.3,21.67,0.4377,0.6493,0.7824
122,0.8196,87.56,12.98,0.0218,0.4774,0.5161
121,0.8569,31.59,15.41,0.044,0.1788,0.5397
113,0.683,17.2,13.08,0.568,0.6242,0.6361
106,0.6622,19.37,2.81,0.2263,0.5757,0.5806
29,0.8788,18.5,3.45,0.4584,0.3707,0.7008
131,0.8981,25.08,55.49,0.353,0.7885,0.695
34,0.8196,9.54,24.98,0.2039,0.7233,0.6318
166,0.4433,42.43,29.84,0.39,0.7103,0.5546
114,0.9043,9.17,30.18,0.4581,0.6566,0.6765
156,0.604,19.66,17.81,0.1384,0.699,0.5278
80,0.6619,5.48,6.15,0.4411,0.1558,0.6063
133,0.5372,10.36,33.82,0.2438,0.5493,0.5413
111,0.5599,76.95,54.31,0.1492,0.1964,0.52
50,0.6915,18.25,20.49,0.5955,0.489,0.6483
159,0.1424,29.77,4.98,0.1788,0.7113,0.2809
115,0.8079,39.38,63.75,0.4508,0.7439,0.7457
18,0.9302,23.95,33.13,0.1753,0.8833,0.7163
169,0.426,12.14,38.33,0.4253,0.5454,0.5375
182,0.739,55.94,2.88,0.588,0.864,0.6056
146,0.9605,21.95,8.23,0.5363,0.6372,0.7633
83,0.4318,95.23,11.5,0.2573,0.5091,0.3285
65,0.7056,4.73,4.31,0.1941,0.6494,0.66
58,0.5389,29.24,21.39,0.2785,0.3188,0.5701
97,0.6906,21.06,20.06,0.2224,0.6994,0.6424
40,1.0,77.84,5.86,0.4207,0.0709,0.6415
120,1.0,15.55,32.02,0.5717,0.4641,0.7663
17,0.8081,80.77,30.9,0.7155,0.7347,0.612
